Pattern(match=(4, 20, 22), count=3, length=3)
Pattern(match=(22, 2, 6), count=5, length=3)
Pattern(match=(2, 6, 16), count=5, length=3)
Pattern(match=(6, 16, 6), count=10, length=3)
Pattern(match=(6, 12, 16), count=6, length=3)
Pattern(match=(12, 16, 2), count=7, length=3)
Pattern(match=(4, 2, 18), count=6, length=3)
Pattern(match=(2, 18, 24), count=2, length=3)
Pattern(match=(24, 10, 6), count=4, length=3)
Pattern(match=(10, 6, 2), count=18, length=3)
Pattern(match=(10, 6, 8), count=16, length=3)
Pattern(match=(30, 10, 2), count=2, length=3)
Pattern(match=(6, 10, 18), count=9, length=3)
Pattern(match=(10, 18, 6), count=8, length=3)
Pattern(match=(18, 6, 12), count=4, length=3)
Pattern(match=(12, 12, 2), count=7, length=3)
Pattern(match=(2, 4, 24), count=6, length=3)
Pattern(match=(4, 24, 2), count=7, length=3)
Pattern(match=(24, 2, 12), count=3, length=3)
Pattern(match=(12, 6, 16), count=4, length=3)
Pattern(match=(6, 16, 8), count=9, length=3)
Pattern(match=(16, 8, 6), count=9, length=3)
Pattern(match=(6, 18, 16), count=2, length=3)
Pattern(match=(6, 6, 10), count=13, length=3)
Pattern(match=(12, 12, 18), count=6, length=3)
Pattern(match=(12, 18, 2), count=8, length=3)
Pattern(match=(18, 2, 6), count=4, length=3)
Pattern(match=(12, 4, 14), count=12, length=3)
Pattern(match=(4, 14, 30), count=2, length=3)
Pattern(match=(6, 12, 14), count=3, length=3)
Pattern(match=(12, 14, 6), count=8, length=3)
Pattern(match=(6, 10, 12), count=13, length=3)
Pattern(match=(14, 6, 6), count=14, length=3)
Pattern(match=(2, 16, 12), count=10, length=3)
Pattern(match=(16, 12, 8), count=6, length=3)
Pattern(match=(12, 8, 18), count=4, length=3)
Pattern(match=(28, 6, 14), count=2, length=3)
Pattern(match=(10, 8, 12), count=6, length=3)
Pattern(match=(8, 12, 18), count=5, length=3)
Pattern(match=(12, 18, 4), count=6, length=3)
Pattern(match=(4, 24, 12), count=2, length=3)
Pattern(match=(24, 12, 6), count=3, length=3)
Pattern(match=(12, 6, 2), count=12, length=3)
Pattern(match=(6, 2, 16), count=5, length=3)
Pattern(match=(16, 6, 6), count=9, length=3)
Pattern(match=(6, 14, 10), count=8, length=3)
Pattern(match=(14, 10, 14), count=7, length=3)
Pattern(match=(14, 4, 30), count=2, length=3)
Pattern(match=(4, 30, 6), count=3, length=3)
Pattern(match=(2, 4, 18), count=10, length=3)
Pattern(match=(4, 18, 2), count=10, length=3)
Pattern(match=(4, 26, 6), count=2, length=3)
Pattern(match=(8, 10, 32), count=3, length=3)
Pattern(match=(10, 6, 20), count=4, length=3)
Pattern(match=(6, 20, 4), count=12, length=3)
Pattern(match=(20, 4, 2), count=9, length=3)
Pattern(match=(6, 30, 4), count=4, length=3)
Pattern(match=(30, 4, 8), count=2, length=3)
Pattern(match=(20, 4, 12), count=4, length=3)
Pattern(match=(20, 4, 18), count=3, length=3)
Pattern(match=(18, 8, 6), count=5, length=3)
Pattern(match=(12, 8, 10), count=8, length=3)
Pattern(match=(8, 12, 10), count=8, length=3)
Pattern(match=(12, 10, 24), count=2, length=3)
Pattern(match=(10, 24, 2), count=2, length=3)
Pattern(match=(24, 2, 4), count=2, length=3)
Pattern(match=(18, 10, 6), count=9, length=3)
Pattern(match=(6, 10, 8), count=13, length=3)
Pattern(match=(10, 8, 24), count=4, length=3)
Pattern(match=(8, 24, 6), count=4, length=3)
Pattern(match=(24, 6, 22), count=2, length=3)
Pattern(match=(2, 18, 4), count=9, length=3)
Pattern(match=(18, 4, 8), count=2, length=3)
Pattern(match=(30, 8, 18), count=2, length=3)
Pattern(match=(18, 8, 12), count=3, length=3)
Pattern(match=(18, 16, 6), count=2, length=3)
Pattern(match=(16, 6, 2), count=7, length=3)
Pattern(match=(6, 10, 14), count=6, length=3)
Pattern(match=(16, 2, 10), count=8, length=3)
Pattern(match=(2, 10, 20), count=7, length=3)
Pattern(match=(10, 20, 4), count=6, length=3)
Pattern(match=(8, 16, 6), count=10, length=3)
Pattern(match=(2, 12, 16), count=6, length=3)
Pattern(match=(12, 16, 8), count=4, length=3)
Pattern(match=(4, 6, 30), count=5, length=3)
Pattern(match=(6, 30, 2), count=4, length=3)
Pattern(match=(30, 2, 10), count=6, length=3)
Pattern(match=(4, 14, 12), count=8, length=3)
Pattern(match=(14, 12, 10), count=2, length=3)
Pattern(match=(24, 6, 12), count=4, length=3)
Pattern(match=(6, 2, 22), count=4, length=3)
Pattern(match=(22, 8, 18), count=3, length=3)
Pattern(match=(10, 6, 14), count=6, length=3)
Pattern(match=(6, 30, 14), count=2, length=3)
Pattern(match=(16, 2, 18), count=3, length=3)
Pattern(match=(18, 24, 18), count=2, length=3)
Pattern(match=(18, 6, 16), count=3, length=3)
Pattern(match=(16, 18, 6), count=2, length=3)
Pattern(match=(18, 6, 2), count=3, length=3)
Pattern(match=(6, 2, 18), count=11, length=3)
Pattern(match=(4, 14, 18), count=2, length=3)
Pattern(match=(14, 18, 4), count=3, length=3)
Pattern(match=(6, 4, 14), count=13, length=3)
Pattern(match=(14, 12, 4), count=7, length=3)
Pattern(match=(4, 2, 30), count=2, length=3)
Pattern(match=(2, 30, 4), count=4, length=3)
Pattern(match=(4, 24, 6), count=2, length=3)
Pattern(match=(24, 6, 6), count=6, length=3)
Pattern(match=(6, 6, 12), count=13, length=3)
Pattern(match=(12, 12, 14), count=5, length=3)
Pattern(match=(4, 18, 6), count=7, length=3)
Pattern(match=(12, 2, 12), count=7, length=3)
Pattern(match=(2, 12, 30), count=4, length=3)
Pattern(match=(12, 30, 16), count=3, length=3)
Pattern(match=(30, 16, 2), count=2, length=3)
Pattern(match=(22, 14, 6), count=2, length=3)
Pattern(match=(6, 6, 24), count=3, length=3)
Pattern(match=(12, 18, 10), count=7, length=3)
Pattern(match=(18, 10, 2), count=12, length=3)
Pattern(match=(6, 20, 6), count=3, length=3)
Pattern(match=(14, 6, 12), count=5, length=3)
Pattern(match=(6, 12, 24), count=3, length=3)
Pattern(match=(10, 2, 30), count=3, length=3)
Pattern(match=(30, 4, 6), count=2, length=3)
Pattern(match=(14, 6, 34), count=2, length=3)
Pattern(match=(4, 20, 10), count=7, length=3)
Pattern(match=(20, 10, 8), count=6, length=3)
Pattern(match=(10, 8, 16), count=5, length=3)
Pattern(match=(16, 6, 8), count=12, length=3)
Pattern(match=(4, 20, 6), count=6, length=3)
Pattern(match=(20, 6, 30), count=2, length=3)
Pattern(match=(6, 30, 6), count=3, length=3)
Pattern(match=(30, 6, 4), count=3, length=3)
Pattern(match=(12, 6, 18), count=4, length=3)
Pattern(match=(2, 16, 20), count=2, length=3)
Pattern(match=(16, 20, 4), count=2, length=3)
Pattern(match=(2, 10, 18), count=9, length=3)
Pattern(match=(10, 18, 8), count=5, length=3)
Pattern(match=(18, 8, 4), count=8, length=3)
Pattern(match=(22, 6, 14), count=3, length=3)
Pattern(match=(2, 22, 2), count=6, length=3)
Pattern(match=(12, 6, 14), count=3, length=3)
Pattern(match=(8, 4, 36), count=2, length=3)
Pattern(match=(36, 14, 12), count=2, length=3)
Pattern(match=(14, 12, 6), count=6, length=3)
Pattern(match=(10, 8, 22), count=5, length=3)
Pattern(match=(22, 2, 12), count=2, length=3)
Pattern(match=(18, 2, 12), count=8, length=3)
Pattern(match=(14, 6, 16), count=4, length=3)
Pattern(match=(8, 18, 6), count=2, length=3)
Pattern(match=(8, 22, 6), count=7, length=3)
Pattern(match=(4, 12, 18), count=7, length=3)
Pattern(match=(12, 18, 12), count=4, length=3)
Pattern(match=(12, 20, 4), count=2, length=3)
Pattern(match=(20, 4, 6), count=6, length=3)
Pattern(match=(6, 14, 12), count=5, length=3)
Pattern(match=(12, 22, 8), count=2, length=3)
Pattern(match=(8, 28, 2), count=2, length=3)
Pattern(match=(28, 2, 4), count=4, length=3)
Pattern(match=(2, 28, 8), count=2, length=3)
Pattern(match=(8, 22, 8), count=3, length=3)
Pattern(match=(22, 8, 4), count=4, length=3)
Pattern(match=(6, 4, 20), count=13, length=3)
Pattern(match=(6, 14, 18), count=3, length=3)
Pattern(match=(14, 18, 10), count=4, length=3)
Pattern(match=(10, 32, 6), count=2, length=3)
Pattern(match=(6, 28, 2), count=3, length=3)
Pattern(match=(2, 12, 18), count=4, length=3)
Pattern(match=(4, 20, 16), count=3, length=3)
Pattern(match=(26, 4, 8), count=3, length=3)
Pattern(match=(8, 12, 12), count=4, length=3)
Pattern(match=(12, 12, 6), count=11, length=3)
Pattern(match=(22, 2, 16), count=4, length=3)
Pattern(match=(16, 14, 10), count=7, length=3)
Pattern(match=(28, 8, 6), count=3, length=3)
Pattern(match=(4, 12, 24), count=2, length=3)
Pattern(match=(16, 2, 12), count=8, length=3)
Pattern(match=(34, 2, 4), count=2, length=3)
Pattern(match=(2, 6, 24), count=2, length=3)
Pattern(match=(6, 24, 4), count=3, length=3)
